id	filename	md5	size	state
b0778e12-ee58-4da5-8dec-8235c1c5c6d2	b0778e12-ee58-4da5-8dec-8235c1c5c6d2/0718ddb3-7c1e-43ae-bb24-a5ff16157ad5.rna_seq.augmented_star_gene_counts.tsv	c102c487d3fb58b03af69c18c28931ec	4258479	validated
b4a190d2-c07b-4ede-8f97-126aa2d3f4da	b4a190d2-c07b-4ede-8f97-126aa2d3f4da/1699b2ec-8b31-4b3c-b43f-6da29cfe1051.rna_seq.augmented_star_gene_counts.tsv	836fa2b1a3dd5469742dc93c08daacd1	4229147	validated
b4d363ad-4baa-467b-a263-95607909bc8d	b4d363ad-4baa-467b-a263-95607909bc8d/b24a1a07-9867-48b2-bdf0-d0a41171f867.rna_seq.augmented_star_gene_counts.tsv	94ec5a374905d645ff590c0c8152bd92	4243554	validated
b8798d75-0a82-401b-9e78-0cb1ffb4b466	b8798d75-0a82-401b-9e78-0cb1ffb4b466/c5f9aaaf-32c5-4365-be71-b36056e41523.rna_seq.augmented_star_gene_counts.tsv	8190aa47fd6d64ead6625ae92209f0c1	4246054	validated
bed3fd6a-daff-401e-800a-9e5bc5ff6017	bed3fd6a-daff-401e-800a-9e5bc5ff6017/57616b61-4b03-4e32-961a-2614d6b8dcf7.rna_seq.augmented_star_gene_counts.tsv	87baa33ca21e0adbec6ee387d9a51218	4229425	validated
cc5ef513-f9f2-4fa1-b858-a5b5c0e1ee49	cc5ef513-f9f2-4fa1-b858-a5b5c0e1ee49/bfc7b05d-55da-4c1e-99d5-605c8359cb5c.rna_seq.augmented_star_gene_counts.tsv	cb20f82ba2d558d6bbb0f888551d842d	4227109	validated
cc7216dc-6b4a-4e8e-a69e-fa32c570c3a3	cc7216dc-6b4a-4e8e-a69e-fa32c570c3a3/b0f2bbbe-cd97-4d6b-ba03-b7a90e189ffb.rna_seq.augmented_star_gene_counts.tsv	83f54cfe127a4da379a984b197796894	4237052	validated
cecba697-85d4-4cb5-9a32-7bf3e67d8cb0	cecba697-85d4-4cb5-9a32-7bf3e67d8cb0/7f8dc767-80f0-490b-bdbf-6acd1f909b1f.rna_seq.augmented_star_gene_counts.tsv	81a12de02e27d981e6a863295e16acb0	4245149	validated
d1bcb0c7-f603-4597-ae5a-83bf294d715d	d1bcb0c7-f603-4597-ae5a-83bf294d715d/10b332c1-5e60-4a3a-8f82-402892ea832d.rna_seq.augmented_star_gene_counts.tsv	bf0228aac38b24a064bf11e02473f178	4240081	validated
d9746836-99df-4745-8724-e3195bdf674b	d9746836-99df-4745-8724-e3195bdf674b/ec8e3c4b-80d3-4827-8fb7-3a34253c6063.rna_seq.augmented_star_gene_counts.tsv	af4992e59f9bd6a11cdfa073b30b48e4	4244025	validated
dba10e27-3793-4de2-800c-008ad0a567bf	dba10e27-3793-4de2-800c-008ad0a567bf/6ae6442d-6817-45c1-9ab0-f2195449bd48.rna_seq.augmented_star_gene_counts.tsv	c6639a436cb37fbbda8e0dfaf3057f5b	4216539	validated
e284f226-f8ee-4a87-8648-d63aaf3cb694	e284f226-f8ee-4a87-8648-d63aaf3cb694/9ae9cbfc-df8d-457f-ba41-89b695dea132.rna_seq.augmented_star_gene_counts.tsv	a90caef9e6c46b8cf19e98e06cc9ff6d	4239819	validated
e8c5e725-654f-43a0-b6b0-4f4c8d13f8c4	e8c5e725-654f-43a0-b6b0-4f4c8d13f8c4/addee8f0-f553-4d78-abb1-d3f50d52386a.rna_seq.augmented_star_gene_counts.tsv	ed105b47d88dcc27f73aa9d3d1237a41	4223889	validated
f239c7a5-b587-4a6f-8c17-d30825ce88c5	f239c7a5-b587-4a6f-8c17-d30825ce88c5/b9dee2b7-8edb-40fd-807f-c502f20b7c75.rna_seq.augmented_star_gene_counts.tsv	67bfe5cb0aedce5ec02327da65637fdc	4244383	validated
f3133a5b-8878-4d60-8d2e-bc2580aefe05	f3133a5b-8878-4d60-8d2e-bc2580aefe05/499bc0dc-8226-4b80-80b0-f0ce8b8080e4.rna_seq.augmented_star_gene_counts.tsv	8aba6885cb9dc4b1f99e4c356d3cafe6	4236854	validated
f6cef06d-d2cc-4fbf-8e04-15c6429eca86	f6cef06d-d2cc-4fbf-8e04-15c6429eca86/d2be5ecf-c2fc-4a75-8fd9-e4444becb4ee.rna_seq.augmented_star_gene_counts.tsv	22ad7b0afb316b01b9097a7ba3617291	4237129	validated
