"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048018","receptor ligand activity","29/439","146/5096",0.198630136986301,2.30573844665647,4.91452168363998,1.30196025558474e-05,0.000530548804150783,0.000478527497447375,"RLN1/NPY/TG/SCGB3A1/AGT/CGA/RLN2/TFF1/CCL19/FN1/CXCL14/APOE/GDF15/CLU/PTN/VEGFA/FAM3B/S100A4/CCL2/LGALS3/HSPA1A/SFRP2/TNFSF10/LGALS1/IGFBP5/C3/APP/NBL1/MICOS10-NBL1",29
"GO:0005198","structural molecule activity","57/439","380/5096",0.15,1.74123006833713,4.61114908476221,1.42153354509146e-05,0.000534715310422866,0.000482285469954108,"MUC6/COL9A2/NEFH/COL2A1/KRT13/OLFM4/COMP/ACTA1/TCAP/MYL1/KRT14/MYL2/FN1/COL1A1/APOE/COL6A2/KRT15/KRT19/TPM2/CRYAB/MYL9/KRT17/DES/MRPL41/SYNM/MYBPC1/KRT5/PKP1/RPL21/CLDN8/THBS1/CCN1/MYH11/PGM5/DCN/FBLN1/H2BC4/H2AJ/CSRP1/AHNAK/HLA-DRB1/FMOD/MGP/TPM1/TLN1/LUM/COL3A1/COL1A2/CLDN7/LAMB2/COL6A1/RPS20/AEBP1/EMILIN1/MFAP4/LTBP4/NPNT",57
"GO:0140678","molecular function inhibitor activity","40/439","235/5096",0.170212765957447,1.97586390733291,4.7023138445543,1.62365313427364e-05,0.000567118844757007,0.000511511776887711,"SPINK1/SPINK2/SLPI/SERPINB11/SERPINA5/CST1/SCGB1A1/CST2/AGT/WFDC2/SPOCK2/PI15/SLN/MALAT1/LTF/FURIN/PPP1R1B/ID3/IGFBP2/ID1/SFN/HSPB1/CAV1/PTN/NEAT1/THBS1/SOCS3/LGALS3/HSPA1A/CAMK2N1/BST2/RGS2/RPS20/C3/SERPINF1/TIMP3/APP/APLP2/SPOCK1/NKX3-1",40
"GO:0030546","signaling receptor activator activity","29/439","149/5096",0.194630872483221,2.25931418262983,4.78969113681638,1.95869329108512e-05,0.000631302462321582,0.000569402070202869,"RLN1/NPY/TG/SCGB3A1/AGT/CGA/RLN2/TFF1/CCL19/FN1/CXCL14/APOE/GDF15/CLU/PTN/VEGFA/FAM3B/S100A4/CCL2/LGALS3/HSPA1A/SFRP2/TNFSF10/LGALS1/IGFBP5/C3/APP/NBL1/MICOS10-NBL1",29
"GO:0008307","structural constituent of muscle","11/439","30/5096",0.366666666666667,4.25634016704632,5.4917282192397,2.06561132865957e-05,0.000631302462321582,0.000569402070202869,"TCAP/MYL1/MYL2/KRT19/TPM2/MYL9/SYNM/MYBPC1/MYH11/CSRP1/TPM1",11
"GO:0008201","heparin binding","19/439","78/5096",0.243589743589744,2.82763857251329,4.99371236356525,2.2194839057768e-05,0.000638428017602857,0.00057582895140587,"SERPINA5/AOC1/REG4/COMP/FN1/APOE/LTF/FURIN/SOD3/SAA1/PTN/VEGFA/THBS1/CCN1/SMOC2/FSTL1/APP/CCN2/APLP2",19
"GO:1901681","sulfur compound binding","24/439","114/5096",0.210526315789474,2.44383167485913,4.78650332075802,2.7019458937892e-05,0.000734028634479399,0.000662055748244254,"SERPINA5/AOC1/REG4/COMP/FN1/APOE/LTF/FURIN/SOD3/SAA1/ACADVL/PTGES/PTN/GNMT/VEGFA/THBS1/CCN1/DPYSL3/SMOC2/FSTL1/GSTP1/APP/CCN2/APLP2",24
"GO:0005178","integrin binding","19/439","85/5096",0.223529411764706,2.59477421948278,4.5519523082621,7.95931421429343e-05,0.00204847613199447,0.00184761919988307,"CD177/ISG15/COMP/FN1/PTN/THBS1/CCN1/FBLN1/SFRP2/LCP1/TLN1/COL3A1/LAMB2/EMILIN1/LTBP4/APP/CCN2/TSPAN8/NPNT",19
"GO:0004867","serine-type endopeptidase inhibitor activity","12/439","41/5096",0.292682926829268,3.39752208456025,4.7320050566746,0.000112023130946327,0.0027389655516377,0.00247040483507953,"SPINK1/SPINK2/SLPI/SERPINB11/SERPINA5/AGT/WFDC2/FURIN/SERPINF1/APP/APLP2/SPOCK1",12
"GO:0003779","actin binding","31/439","188/5096",0.164893617021277,1.91411816022876,3.92084992789144,0.00027105980825204,0.00631182124929751,0.0056929353211832,"PIP/MYH7/TNNC1/MYL2/MYH3/TAGLN2/SHROOM1/MLPH/TPM2/TAGLN/FLNC/CNN1/SYNPO2/MYBPC1/PDLIM5/MYO6/MYLK/S100A4/MYH11/LMOD1/FLNA/PALLD/LCP1/TNS1/CALD1/TPM1/TLN1/CNN3/TMSB10/GSN/TMSB15A",31
"GO:0019838","growth factor binding","16/439","72/5096",0.222222222222222,2.57960010124019,4.14419155201807,0.00031125342205282,0.00691831469926495,0.00623996094928859,"COL2A1/COL1A1/FURIN/IGFBP2/ERBB2/THBS1/CHRDL1/CCN1/IGFBP6/IGFBP4/COL3A1/COL1A2/COL6A1/IGFBP5/LTBP4/CCN2",16
"GO:0001968","fibronectin binding","7/439","18/5096",0.388888888888889,4.51430017717034,4.58542921878309,0.000461124749942538,0.00980391316182178,0.00884262106297132,"VEGFA/THBS1/IGFBP6/FBLN1/SFRP2/SDC4/IGFBP5",7
